timestamp,node_id,fcnt,sf,toa_teorico_ms,rssi,snr,delta_t_ms,observation
2026-05-28T10:34:33.083165330+00:00,1,24,10,616.448,-27,9.0,18670.0,normal
2026-05-28T10:34:50.740570201+00:00,4,86,10,616.448,-33,10.75,17657.4,normal
2026-05-28T10:35:03.214534971+00:00,1,25,10,616.448,-28,14.5,12474.0,normal
2026-05-28T10:35:27.079660173+00:00,4,87,10,616.448,-93,-10.0,23865.1,normal
2026-05-28T10:35:33.341591533+00:00,1,26,10,616.448,-22,9.25,6261.9,normal
2026-05-28T10:36:03.532453246+00:00,1,27,10,616.448,-27,12.25,30190.9,normal
2026-05-28T10:36:33.570610016+00:00,1,28,10,616.448,-28,12.5,30038.2,normal
2026-05-28T10:36:41.994814449+00:00,4,89,10,616.448,-29,7.5,8424.2,normal
2026-05-28T10:37:03.689203515+00:00,1,29,10,616.448,-27,12.5,21694.4,normal
2026-05-28T10:37:18.330794516+00:00,4,90,10,616.448,-31,9.5,14641.6,normal
2026-05-28T10:37:33.824960956+00:00,1,30,10,616.448,-23,8.0,15494.2,normal
2026-05-28T10:37:54.664435544+00:00,4,91,10,616.448,-32,12.5,20839.5,normal
2026-05-28T10:38:03.951649354+00:00,1,31,10,616.448,-26,12.5,9287.2,normal
2026-05-28T10:38:30.999519180+00:00,4,92,10,616.448,-29,11.75,27047.9,normal
2026-05-28T10:38:34.086818096+00:00,1,32,10,616.448,-28,11.5,3087.3,normal
2026-05-28T10:39:04.200360050+00:00,1,33,10,616.448,-23,10.75,30113.5,normal
2026-05-28T10:39:07.317925468+00:00,4,93,10,616.448,-29,7.75,3117.6,normal
2026-05-28T10:39:43.686055772+00:00,4,94,10,616.448,-91,-10.25,36368.1,normal
2026-05-28T10:40:21.126881393+00:00,4,95,10,616.448,-33,12.0,37440.8,normal
2026-05-28T10:40:57.464483238+00:00,4,96,10,616.448,-25,13.75,36337.6,normal
2026-05-28T10:41:33.798033763+00:00,4,97,10,616.448,-20,11.75,36333.6,normal
2026-05-28T10:42:07.888844480+00:00,1,1,10,616.448,-15,11.5,34090.8,normal
2026-05-28T10:42:11.262161428+00:00,4,98,10,616.448,-87,-12.75,3373.3,normal
2026-05-28T10:42:38.019188650+00:00,1,2,10,616.448,-79,-11.0,26757.0,normal
2026-05-28T10:42:48.744268435+00:00,4,99,10,616.448,-18,13.25,10725.1,normal
2026-05-28T10:43:08.152169239+00:00,1,3,10,616.448,-18,12.0,19407.9,normal
2026-05-28T10:43:25.077398635+00:00,4,100,10,616.448,-17,13.0,16925.2,normal
2026-05-28T10:43:38.273571061+00:00,1,4,10,616.448,-18,13.0,13196.2,normal
2026-05-28T10:44:01.402063530+00:00,4,101,10,616.448,-17,14.0,23128.5,normal
2026-05-28T10:44:08.395354261+00:00,1,5,10,616.448,-21,13.25,6993.3,normal
2026-05-28T10:44:37.728616711+00:00,4,102,10,616.448,-21,10.75,29333.3,normal
2026-05-28T10:44:38.522676833+00:00,1,6,10,616.448,-19,11.75,794.1,potencial_colisao
2026-05-28T10:45:08.644822063+00:00,1,7,10,616.448,-17,13.5,30122.1,normal
2026-05-28T10:45:14.073159862+00:00,4,103,10,616.448,-17,14.0,5428.3,normal
2026-05-28T10:45:38.765994356+00:00,1,8,10,616.448,-19,11.5,24692.8,normal
2026-05-28T10:45:50.405935018+00:00,4,104,10,616.448,-16,11.75,11639.9,normal
