timestamp,node_id,fcnt,sf,toa_teorico_ms,rssi,snr,frequency_mhz,delta_t_ms,observation,potential_collision
2026-06-03T06:59:47.688658016+00:00,2,47,7,97.536,-45,11.8,868.5,1816.5,normal,False
2026-06-03T06:59:48.937344167+00:00,1,52,7,97.536,-52,13.5,867.1,1248.7,normal,False
2026-06-03T06:59:50.809931883+00:00,3,47,7,97.536,-55,13.5,867.3,1872.6,normal,False
2026-06-03T06:59:51.499374888+00:00,4,46,7,97.536,-43,10.2,868.5,689.4,normal,False
2026-06-03T06:59:53.272142884+00:00,1,53,7,97.536,-53,11.5,868.5,1772.8,normal,False
2026-06-03T06:59:58.930950177+00:00,1,54,7,97.536,-53,11.2,868.5,5658.8,normal,False
2026-06-03T06:59:58.931822146+00:00,3,48,7,97.536,-58,13.2,867.9,0.9,normal,False
2026-06-03T06:59:58.931853664+00:00,4,47,7,97.536,-41,13.8,867.3,0.0,normal,False
2026-06-03T06:59:58.946111310+00:00,2,49,7,97.536,-45,13.8,867.7,14.3,normal,False
2026-06-03T07:00:03.043857718+00:00,3,49,7,97.536,-56,13.8,867.3,4097.7,normal,False
2026-06-03T07:00:03.505781147+00:00,1,55,7,97.536,-53,13.8,867.1,461.9,normal,False
2026-06-03T07:00:04.724765608+00:00,4,48,7,97.536,-43,13.5,867.9,1219.0,normal,False
2026-06-03T07:00:05.293085944+00:00,2,50,7,97.536,-45,13.8,868.3,568.3,normal,False
2026-06-03T07:00:07.830300507+00:00,1,56,7,97.536,-52,13.5,867.3,2537.2,normal,False
2026-06-03T07:00:08.383131771+00:00,3,50,7,97.536,-56,11.5,868.5,552.8,normal,False
2026-06-03T07:00:10.131909796+00:00,2,51,7,97.536,-45,11.5,868.5,1748.8,normal,False
2026-06-03T07:00:10.555746870+00:00,4,49,7,97.536,-42,13.8,868.1,423.8,normal,False
2026-06-03T07:00:12.170312430+00:00,1,57,7,97.536,-52,13.5,867.3,1614.6,normal,False
2026-06-03T07:00:13.712859940+00:00,3,51,7,97.536,-56,11.8,868.5,1542.5,normal,False
2026-06-03T07:00:14.962776349+00:00,2,52,7,97.536,-44,13.5,867.1,1249.9,normal,False
2026-06-03T07:00:16.390565798+00:00,4,50,7,97.536,-43,10.5,868.5,1427.8,normal,False
2026-06-03T07:00:16.512558886+00:00,1,58,7,97.536,-57,13.0,868.1,122.0,normal,False
2026-06-03T07:00:24.116607700+00:00,4,51,7,97.536,-43,14.2,867.9,7604.0,normal,False
2026-06-03T07:00:24.118066068+00:00,1,59,7,97.536,-53,13.8,867.1,1.5,normal,False
2026-06-03T07:00:25.946399253+00:00,3,53,7,97.536,-55,14.8,867.3,1828.3,normal,False
2026-06-03T07:00:26.188683510+00:00,2,54,7,97.536,-44,13.8,867.3,242.3,normal,False
2026-06-03T07:00:28.287264605+00:00,1,60,7,97.536,-53,13.8,867.1,2098.6,normal,False
2026-06-03T07:00:29.613720046+00:00,4,52,7,97.536,-41,14.0,867.1,1326.5,normal,False
2026-06-03T07:00:31.020436625+00:00,2,55,7,97.536,-45,13.5,868.3,1406.7,normal,False
2026-06-03T07:00:31.275835619+00:00,3,54,7,97.536,-56,14.2,868.3,255.4,normal,False
2026-06-03T07:00:32.619991325+00:00,1,61,7,97.536,-53,14.0,868.3,1344.2,normal,False
2026-06-03T07:00:35.450398093+00:00,4,53,7,97.536,-42,13.8,868.1,2830.4,normal,False
2026-06-03T07:00:35.854711381+00:00,2,56,7,97.536,-45,14.0,868.3,404.3,normal,False
2026-06-03T07:00:43.372343421+00:00,2,57,7,97.536,-44,9.8,867.5,7517.6,normal,False
2026-06-03T07:00:43.373114743+00:00,4,54,7,97.536,-43,13.8,867.7,0.8,normal,False
2026-06-03T07:00:43.379731407+00:00,1,63,7,97.536,-54,13.8,868.1,6.6,normal,False
2026-06-03T07:00:43.519823328+00:00,3,56,7,97.536,-55,13.8,867.1,140.1,normal,False
2026-06-03T07:00:47.083415076+00:00,2,58,7,97.536,-45,13.8,867.3,3563.6,normal,False
2026-06-03T07:00:47.179042565+00:00,1,64,7,97.536,-57,11.5,867.5,95.6,normal,False
2026-06-03T07:00:48.675333510+00:00,4,55,7,97.536,-42,14.0,867.1,1496.3,normal,False
2026-06-03T07:00:48.845024336+00:00,3,57,7,97.536,-56,14.0,868.1,169.7,normal,False
2026-06-03T07:00:54.631891284+00:00,2,59,7,97.536,-45,13.5,868.3,5786.9,normal,False
2026-06-03T07:00:54.632755827+00:00,1,65,7,97.536,-53,11.2,867.5,0.9,normal,False
2026-06-03T07:00:58.307600728+00:00,2,60,7,97.536,-45,10.2,867.5,3674.8,normal,False
2026-06-03T07:00:58.967014300+00:00,1,66,7,97.536,-53,11.5,868.5,659.4,normal,False
2026-06-03T07:01:02.624257980+00:00,3,59,7,97.536,-56,14.0,867.7,3657.2,normal,False
2026-06-03T07:01:03.137243926+00:00,2,61,7,97.536,-45,13.8,867.9,513.0,normal,False
2026-06-03T07:01:03.300624716+00:00,1,67,7,97.536,-53,13.5,868.1,163.4,normal,False
2026-06-03T07:01:03.468475996+00:00,4,57,7,97.536,-43,14.2,867.7,167.9,normal,False
2026-06-03T07:01:09.997938041+00:00,1,68,7,97.536,-54,14.0,867.9,6529.5,normal,True
2026-06-03T07:01:09.998644031+00:00,4,58,7,97.536,-44,14.2,867.9,0.7,overlap_toa,True
2026-06-03T07:01:10.006168904+00:00,2,62,7,97.536,-46,13.0,867.9,7.5,overlap_toa,True
2026-06-03T07:01:10.006879986+00:00,3,60,7,97.536,-56,13.5,868.1,0.7,normal,False
2026-06-03T07:01:13.527611970+00:00,1,69,7,97.536,-54,13.8,867.7,3520.7,normal,False
2026-06-03T07:01:14.364075861+00:00,2,63,7,97.536,-45,13.5,867.7,836.5,normal,False
2026-06-03T07:01:14.841430065+00:00,3,61,7,97.536,-56,13.5,867.7,477.4,normal,False
2026-06-03T07:01:16.686251647+00:00,4,59,7,97.536,-43,10.5,867.5,1844.8,normal,False
2026-06-03T07:01:19.197627500+00:00,2,64,7,97.536,-45,11.2,868.5,2511.4,normal,False
2026-06-03T07:01:20.179844772+00:00,3,62,7,97.536,-55,13.5,867.1,982.2,normal,False
2026-06-03T07:01:22.519755141+00:00,4,60,7,97.536,-44,14.0,867.9,2339.9,normal,False
2026-06-03T07:01:23.750735233+00:00,1,71,7,97.536,-53,13.5,868.3,1231.0,normal,False
2026-06-03T07:01:24.023348503+00:00,2,65,7,97.536,-45,13.8,868.3,272.6,normal,False
2026-06-03T07:01:25.513805686+00:00,3,63,7,97.536,-56,11.0,868.5,1490.5,normal,False
2026-06-03T07:01:28.087446781+00:00,1,72,7,97.536,-53,13.5,867.3,2573.6,normal,False
2026-06-03T07:01:28.356191182+00:00,4,61,7,97.536,-42,14.0,868.1,268.7,normal,False
2026-06-03T07:01:28.869451759+00:00,2,66,7,97.536,-45,14.2,868.1,513.3,normal,False
2026-06-03T07:01:30.847337877+00:00,3,64,7,97.536,-56,13.2,867.9,1977.9,normal,False
2026-06-03T07:01:32.414343015+00:00,1,73,7,97.536,-54,13.8,867.7,1567.0,normal,False
2026-06-03T07:01:33.710130085+00:00,2,67,7,97.536,-43,14.0,867.1,1295.8,normal,False
2026-06-03T07:01:34.183528887+00:00,4,62,7,97.536,-43,10.8,867.5,473.4,normal,False
2026-06-03T07:01:36.181623477+00:00,3,65,7,97.536,-56,13.5,867.9,1998.1,normal,False
2026-06-03T07:01:36.754836136+00:00,1,74,7,97.536,-53,13.8,868.3,573.2,normal,False
2026-06-03T07:01:38.532525443+00:00,2,68,7,97.536,-45,10.5,867.5,1777.7,normal,False
2026-06-03T07:01:40.030002034+00:00,4,63,7,97.536,-42,13.8,868.3,1497.5,normal,False
2026-06-03T07:01:41.515823071+00:00,3,66,7,97.536,-55,9.0,868.5,1485.8,normal,False
2026-06-03T07:01:43.374218663+00:00,2,69,7,97.536,-45,9.8,867.5,1858.4,normal,False
2026-06-03T07:01:45.852761778+00:00,4,64,7,97.536,-43,10.5,867.5,2478.5,normal,False
2026-06-03T07:01:46.847786635+00:00,3,67,7,97.536,-55,14.0,867.1,995.0,normal,False
2026-06-03T07:01:48.205926925+00:00,2,70,7,97.536,-44,13.8,867.3,1358.1,normal,False
2026-06-03T07:01:54.440376754+00:00,1,77,7,97.536,-54,11.0,868.5,6234.4,normal,False
2026-06-03T07:01:54.441276852+00:00,4,65,7,97.536,-42,14.2,867.1,0.9,normal,False
2026-06-03T07:01:54.450626569+00:00,3,68,7,97.536,-55,14.0,867.3,9.4,normal,False
2026-06-03T07:01:54.452111214+00:00,2,71,7,97.536,-45,13.5,868.3,1.5,normal,False
2026-06-03T07:01:58.760123712+00:00,1,78,7,97.536,-53,13.5,868.1,4308.0,normal,False
2026-06-03T07:01:59.085666761+00:00,3,69,7,97.536,-57,10.8,867.9,325.5,normal,False
