timestamp,node_id,session_id,f_cnt,collisions_detected
2026-06-03T12:26:04.376475452+00:00,1,1,898,1
2026-06-03T12:26:51.942031545+00:00,1,1,901,1
2026-06-03T12:30:30.326581562+00:00,3,1,861,1
2026-06-03T12:30:48.789683560+00:00,2,1,889,1
2026-06-03T12:31:01.351850201+00:00,4,1,841,1
2026-06-03T12:31:37.211467350+00:00,3,1,865,1
2026-06-03T12:33:16.853077610+00:00,1,1,926,1
2026-06-03T12:35:51.743560016+00:00,1,1,936,1
2026-06-03T12:36:22.863050807+00:00,2,1,910,1
2026-06-03T12:39:44.929527314+00:00,4,1,872,1
2026-06-03T12:41:09.439998668+00:00,2,1,928,1
2026-06-03T12:41:28.561727336+00:00,3,1,901,1
2026-06-03T12:42:34.668325390+00:00,4,1,882,1
2026-06-03T12:44:21.236844345+00:00,2,1,940,1
2026-06-03T12:45:51.335383987+00:00,1,1,975,1
2026-06-03T12:50:10.925359611+00:00,2,1,962,1
2026-06-03T12:50:28.913684081+00:00,1,1,993,1
2026-06-03T12:51:01.630066243+00:00,3,1,936,1
2026-06-03T12:54:43.219456046+00:00,2,1,979,1
2026-06-03T12:59:13.954146759+00:00,2,1,996,1
2026-06-03T13:02:18.958520019+00:00,1,1,1039,2
2026-06-03T13:03:52.701367319+00:00,1,1,1045,1
2026-06-03T13:07:10.534374886+00:00,2,1,1026,1
2026-06-03T13:07:59.598933156+00:00,2,1,1029,1
2026-06-03T13:08:50.219331856+00:00,2,1,1032,1
2026-06-03T13:10:11.248572228+00:00,3,1,1006,1
2026-06-03T13:10:27.428305968+00:00,4,1,981,1
2026-06-03T13:11:35.684634852+00:00,1,1,1075,1
2026-06-03T13:14:56.584959235+00:00,1,1,1088,1
2026-06-03T13:15:44.143419356+00:00,1,1,1091,1
2026-06-03T13:18:40.712786836+00:00,3,1,1037,1
2026-06-03T13:21:25.622884841+00:00,1,1,1113,1
2026-06-03T13:22:05.410885586+00:00,4,1,1022,1
2026-06-03T13:26:20.083650571+00:00,1,1,1132,2
2026-06-03T13:26:39.106747887+00:00,3,1,1066,3
2026-06-03T13:27:28.374621725+00:00,4,1,1041,1
2026-06-03T13:31:01.982984516+00:00,3,1,1082,1
2026-06-03T13:31:52.540211085+00:00,3,1,1085,1
2026-06-03T13:37:24.126000916+00:00,1,1,1175,1
2026-06-03T13:37:53.454825959+00:00,3,1,1107,1
2026-06-03T13:38:28.326969410+00:00,2,1,1144,1
2026-06-03T13:40:04.857492480+00:00,2,1,1150,1
2026-06-03T13:40:24.308015222+00:00,4,1,1087,1
2026-06-03T13:44:51.949159082+00:00,1,1,1204,1
2026-06-03T13:45:39.503360650+00:00,1,1,1207,1
2026-06-03T13:46:27.069411194+00:00,1,1,1210,1
2026-06-03T13:47:14.624829485+00:00,1,1,1213,1
2026-06-03T13:48:00.931286259+00:00,3,1,1144,1
2026-06-03T13:48:17.277590240+00:00,2,1,1181,1
2026-06-03T13:48:51.497248704+00:00,3,1,1147,1
2026-06-03T13:49:07.889627480+00:00,2,1,1184,1
2026-06-03T13:49:42.061171898+00:00,3,1,1150,1
2026-06-03T13:54:12.056301342+00:00,2,1,1203,1
2026-06-03T13:58:56.920718003+00:00,4,1,1153,1
2026-06-03T13:59:16.889388092+00:00,1,1,1260,1
2026-06-03T13:59:18.417819707+00:00,3,1,1185,1
2026-06-03T13:59:52.643318293+00:00,3,1,1187,1
2026-06-03T14:01:32.203984644+00:00,3,1,1193,1
2026-06-03T14:02:55.943403647+00:00,2,1,1236,1
2026-06-03T14:03:12.537802468+00:00,4,1,1168,1
2026-06-03T14:03:45.007011919+00:00,2,1,1239,1
2026-06-03T14:04:34.062868384+00:00,2,1,1242,1
2026-06-03T14:05:23.129178389+00:00,2,1,1245,1
2026-06-03T14:08:03.028133599+00:00,2,1,1255,1
2026-06-03T14:08:33.588553186+00:00,1,1,1296,2
2026-06-03T14:08:52.297028280+00:00,2,1,1258,1
2026-06-03T14:09:11.129603825+00:00,3,1,1221,1
2026-06-03T14:10:14.945290265+00:00,4,1,1193,1
2026-06-03T14:10:50.715949556+00:00,3,1,1227,1
2026-06-03T14:11:42.805219094+00:00,3,1,1230,1
2026-06-03T14:12:33.372332717+00:00,3,1,1233,1
2026-06-03T14:13:41.834158207+00:00,1,1,1316,1
2026-06-03T14:14:47.410900657+00:00,4,1,1209,1
2026-06-03T14:17:54.141633597+00:00,4,1,1220,1
2026-06-03T14:18:34.738135407+00:00,1,1,1335,1
2026-06-03T14:20:14.521883945+00:00,2,1,1301,1
2026-06-03T14:22:26.307509235+00:00,1,1,1350,1
2026-06-03T14:24:45.867244668+00:00,1,1,1359,1
2026-06-03T14:25:33.431970302+00:00,1,1,1362,1
2026-06-03T14:28:26.885811934+00:00,2,1,1332,1
2026-06-03T14:29:12.870678138+00:00,3,1,1294,1
2026-06-03T14:29:47.614651753+00:00,2,1,1337,1
2026-06-03T14:30:36.714613185+00:00,2,1,1340,1
2026-06-03T14:31:25.731654542+00:00,2,1,1343,1
2026-06-03T14:31:45.247859250+00:00,4,1,1269,2
2026-06-03T14:34:34.809267836+00:00,1,1,1397,2
